draft_id,draft_Player,draft_All_NBA,draft_All_Star,draft_Draft_Yr,draft_Pk,draft_Team,draft_College,draft_Yrs,draft_Games,draft_Minutes_Played,draft_PTS,draft_TRB,draft_AST,draft_FG_Percentage,draft_TP_Percentage,draft_FT_Percentage,draft_Minutes_per_Game,draft_Points_per_Game,draft_TRB_per_game,draft_Assits_per_Game,draft_Win_Share,draft_WS_per_game,draft_BPM,draft_VORP,draft_Executive,draft_Tenure,draft_Exec_ID,draft_Exec_draft_exp,draft_attend_college,draft_first_year,draft_second_year,draft_third_year,draft_fourth_year,draft_fifth_year,nba_Year,nba_Tm,nba_Player,nba_Age,nba_G,nba_MP,nba_PER,nba_TS%,nba_3PAr,nba_FTr,nba_ORB%,nba_DRB%,nba_TRB%,nba_AST%,nba_STL%,nba_BLK%,nba_TOV%,nba_USG%,nba_OWS,nba_DWS,nba_WS,nba_WS/48,nba_OBPM,nba_DBPM,nba_BPM,nba_VORP,nba_OWS/48,nba_DWS/48,nba_Shot%,nba_Player ID,nba_Team Mar,nba_Team MP,nba_Team Gm,nba_Year 3PAr,nba_Team TS%,nba_Tm USG,nba_Tm TS W/O Plyr,nba_Reb/Vers,nba_Defense,nba_Val/Shot,nba_Offense,nba_MPG + Int,nba_RAW SPM,nba_%Min,nba_RAW Contrib,nba_Tm Sum,nba_Tm Adj,nba_BPM.1,nba_StdErr,nba_Contrib,nba_VORP.1,nba_Reb/Vers.1,nba_Val/Shot.1,nba_Offense.1,nba_Defense.1,nba_MPG,nba_Raw OBPM,nba_Contrib.1,nba_Tm Ortg,nba_Tm Sum.1,nba_Tm Adj.1,nba_Tm DRtg,nba_OBPM.1,nba_OStdErr,nba_Ocontrib,nba_OVORP,nba_DBPM.1,nba_DStdErr,nba_Dcontrib,nba_DVORP,nba_Sum SPM,nba_%Min.1,nba_MPG.1,nba_ReMPG,nba_BPM.2,nba_Contrib.2,nba_VORP.2,nba_VORP-Gm,nba_O-BPM,nba_Ocontrib.1,nba_OVORP.1,nba_OVORP-Gm,nba_D-BPM,nba_Dcontrib.1,nba_DVORP.1,nba_DVORP-Gm,nba_Production,nba_Prod-Gm,nba_Exp BPM,nba_TrueTalentBPM,nba_Exp%Min,nba_TrueTalentVORP,nba_TrueSalary,nba_TrueTimeVORP,nba_Adjusted Production,nba_WORP,nba_O-WORP,nba_D-WORP,nba_Adjusted WORP,nba_Estimated Position,nba_BBRef Pos,nba_Age on Feb 1,nba_Yrs Experience,nba_Height,nba_Weight,nba_Rounded Position,nba_Rounded Age
2547,Myles Turner,0,0,2015,11,IND,University of Texas at Austin,1,60,1367,619,332,41,0.498,0.214,0.727,22.8,10.3,5.5,0.7,3.1,0.109,-2.3,-0.1,Larry Bird,1191 days 00:00:00.000000000,100,9,1,1,0,0,0,0,2016,IND,Myles Turner,19,7,125,14.2,0.578,0.0,0.263,4.3,15.8,10.0,1.4,1.2,4.4,12.4,17.2,0.1,0.2,0.3,0.114,-2.9,0.3,-2.6,0.0,0.038,0.076,15.1,#NAME?,2.07,1919,8,0.275,0.511,32899,0.507,-5.17,0.9,-0.13,2.44,-0.63,-2.46,0.326,-0.8,3.15,-0.13,-2.6,3.8,-0.8,-0.2,-1.8,0.2,-0.2,-0.3,-0.3,-2.4,-0.8,-3.4,2.4,-1.3,2.1,-3.7,2.6,-1.2,-0.7,1.1,2.8,0.4,0.5,-4.9,0.3,17.9,11.4,-2.6,-0.8,-0.2,-0.2,-3.7,-1.2,-0.7,-0.8,1.1,0.4,0.5,0.5,200000.0,100000.0,-2.8,-2.8,0.1,-0.1,700000.0,-0.1,800000.0,-0.5,-1.8,1.3,-0.2,4.5,5.0,19.86,0.0,83.0,243.0,5.0,20.0
2548,Joseph Young,0,0,2015,43,IND,University of Oregon,1,41,384,154,50,65,0.36700000000000005,0.217,0.8,9.4,3.8,1.2,1.6,-0.1,-0.009000000000000001,-5.4,-0.3,Larry Bird,1191 days 00:00:00.000000000,100,9,1,1,0,0,0,0,2016,IND,Joseph Young,23,2,4,-18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,11.1,0.0,0.0,0.0,-0.355,-15.8,0.7,-15.0,0.0,-0.17800000000000002,-0.17800000000000002,0.0,#NAME?,2.07,1919,8,0.275,0.511,32899,0.511,-6.01,-2.94,-1.32,-4.02,-1.95,-14.92,0.01,-0.16,3.15,-0.13,-15.1,14.1,-0.2,-0.1,-1.9,-0.9,-10.9,-0.5,-1.0,-15.3,-0.2,-3.4,2.4,-1.3,2.1,-16.6,9.6,-0.2,-0.2,1.6,10.2,0.0,0.0,-18.2,0.0,2.0,0.7,-15.1,-0.2,-0.1,-0.5,-16.6,-0.2,-0.2,-0.6,1.6,0.0,0.0,0.1,500000.0,-1200000.0,-5.1,-5.4,0.0,0.0,,0.0,,-0.4,-0.4,0.1,0.0,1.0,1.0,23.6,0.0,74.0,180.0,1.0,24.0
2672,Delon Wright,0,0,2015,20,TOR,University of Utah,1,27,229,103,37,31,0.45,0.385,0.743,8.5,3.8,1.4,1.1,0.6,0.124,-0.7,0.1,Masai Ujiri,1218 days 00:00:00.000000000,110,4,1,1,0,0,0,0,2016,TOR,Delon Wright,23,2,5,-24.8,0.0,0.5,0.0,0.0,21.7,11.1,0.0,0.0,0.0,33.3,25.9,-0.1,0.0,-0.1,-0.644,-24.1,-4.8,-28.9,0.0,-0.802,0.158,17.3,#NAME?,4.54,1679,7,0.275,0.523,28571,0.525,-9.29,-2.94,-1.2,-16.43,-1.93,-30.6,0.015,-0.46,-3.26,1.74,-28.9,12.8,-0.4,-0.4,-4.3,-0.8,-17.9,-0.5,-1.0,-24.5,-0.4,0.2,-0.8,0.2,3.9,-24.3,8.7,-0.4,-0.3,-4.6,9.2,-0.1,-0.1,-19.7,0.0,2.5,0.8,-28.9,-0.4,-0.4,-1.4,-24.3,-0.4,-0.3,-1.2,-4.6,-0.1,-0.1,-0.2,-600000.0,-4600000.0,-4.7,-5.4,0.0,0.0,,0.0,,-1.1,-0.9,-0.2,0.0,2.4,1.0,23.77,0.0,77.0,190.0,2.0,24.0
2698,Kelly Oubre,0,0,2015,15,ATL,University of Kansas,1,63,671,236,133,13,0.42700000000000005,0.316,0.633,10.7,3.7,2.1,0.2,0.4,0.031,-5.8,-0.7,Mike Budenholzer,749 days 00:00:00.000000000,113,1,1,1,0,0,0,0,2016,WAS,Kelly Oubre,20,3,16,0.7,0.33899999999999997,0.444,0.33299999999999996,0.0,14.0,7.0,21.4,0.0,0.0,8.8,29.9,-0.1,0.0,-0.1,-0.19699999999999998,-6.0,-5.9,-11.9,0.0,-0.249,0.052000000000000005,27.3,#NAME?,-5.47,1439,6,0.275,0.546,23816,0.5489999999999999,0.76,-2.94,-0.22,-7.02,-1.75,-10.96,0.055999999999999994,-0.61,-1.79,-0.96,-11.9,7.9,-0.7,-0.6,-0.5,0.0,-4.0,-0.5,-0.9,-5.9,-0.3,-2.4,-1.5,-0.3,-2.9,-6.2,5.3,-0.3,-0.3,-5.7,5.7,-0.3,-0.3,-0.5,0.1,5.3,2.3,-11.9,-0.7,-0.6,-1.1,-6.2,-0.3,-0.3,-0.5,-5.7,-0.3,-0.3,-0.6,-1200000.0,-3400000.0,-5.9,-6.3,0.0,0.0,,0.0,,-1.5,-0.7,-0.8,0.0,2.2,3.0,20.15,0.0,79.0,205.0,2.0,20.0
2750,D'Angelo Russell,0,0,2015,2,LAL,Ohio State University,1,80,2259,1054,274,266,0.41,0.35100000000000003,0.737,28.2,13.2,3.4,3.3,0.0,0.001,-1.8,0.1,Mitch Kupchak,5898 days 00:00:00.000000000,117,14,1,1,0,0,0,0,2016,LAL,D'Angelo Russell,19,6,148,11.8,0.473,0.40399999999999997,0.08800000000000001,3.4,10.4,6.7,16.3,2.3,0.5,13.2,19.2,0.0,0.0,0.0,-0.006999999999999999,-0.2,-2.3,-2.5,0.0,-0.004,-0.004,16.7,#NAME?,-10.8,1441,6,0.275,0.513,25408,0.517,0.41,0.21,0.01,-0.95,-0.21,-0.54,0.514,-0.27,-3.14,-1.96,-2.5,3.7,-1.3,-0.3,0.2,0.3,-0.5,0.3,-0.1,0.1,0.1,0.9,1.3,0.0,-7.0,0.1,2.4,0.0,0.9,-2.6,2.7,-1.3,-1.2,2.6,0.5,24.7,14.8,-2.5,-1.3,-0.3,-0.3,0.1,0.0,0.9,0.9,-2.6,-1.3,-1.2,-1.2,0.0,0.0,-4.0,-3.6,0.0,0.0,,0.0,,-0.7,2.5,-3.1,0.0,1.8,1.0,19.94,0.0,77.0,195.0,2.0,20.0
2751,Larry Nance Jr.,0,0,2015,27,LAL,University of Wyoming,1,63,1266,349,312,44,0.527,0.1,0.6809999999999999,20.1,5.5,5.0,0.7,2.2,0.083,-1.4,0.2,Mitch Kupchak,5898 days 00:00:00.000000000,117,14,1,1,0,0,0,0,2016,LAL,Larry Nance Jr.,23,2,33,4.5,0.515,0.0,0.667,3.1,33.3,17.5,0.0,0.0,0.0,20.5,12.3,0.0,0.0,0.0,-0.026000000000000002,-8.7,-6.4,-15.1,-0.1,-0.013000000000000001,-0.013000000000000001,9.8,#NAME?,-10.8,1441,6,0.275,0.513,25408,0.513,-10.67,-2.94,-0.29,1.86,-1.35,-13.11,0.115,-1.5,-3.14,-1.96,-15.1,6.0,-1.7,-1.5,-4.8,0.1,-2.4,-0.5,-0.7,-8.3,-1.0,0.9,1.3,0.0,-7.0,-8.4,4.0,-1.0,-0.8,-6.7,4.3,-0.8,-0.7,-1.7,0.1,16.5,5.5,-15.1,-1.7,-1.5,-4.5,-8.4,-1.0,-0.8,-2.3,-6.7,-0.8,-0.7,-2.2,-5000000.0,-17100000.0,-5.9,-7.1,0.0,0.0,,0.0,,-4.0,-2.1,-2.0,0.0,4.3,3.5,23.08,0.0,81.0,230.0,4.0,23.0
2752,Anthony Brown,0,0,2015,34,LAL,Stanford University,1,29,599,115,70,19,0.31,0.28600000000000003,0.85,20.7,4.0,2.4,0.7,-0.3,-0.024,-5.0,-0.5,Mitch Kupchak,5898 days 00:00:00.000000000,117,14,1,1,0,0,0,0,2016,LAL,Anthony Brown,23,1,4,48.6,0.868,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.1,0.0,0.1,0.603,20.9,-12.3,8.6,0.0,0.902,-0.299,30.0,#NAME?,-10.8,1441,6,0.275,0.513,25408,0.511,-6.01,-2.94,0.72,21.47,-1.93,10.59,0.013999999999999999,0.15,-3.14,-1.96,8.6,14.1,0.1,0.1,-1.9,1.2,23.5,-0.5,-1.0,21.2,0.3,0.9,1.3,0.0,-7.0,21.2,9.6,0.3,0.3,-12.6,10.2,-0.2,-0.2,33.7,0.0,4.0,0.8,8.6,0.1,0.1,0.9,21.2,0.3,0.3,1.9,-12.6,-0.2,-0.2,-1.0,1600000.0,4600000.0,-6.9,-6.5,0.0,0.0,,0.0,,0.4,0.9,-0.5,0.0,2.2,3.0,23.31,0.0,79.0,210.0,2.0,23.0
2765,Rondae Hollis-Jefferson,0,0,2015,23,POR,University of Arizona,1,29,615,167,154,43,0.457,0.28600000000000003,0.7120000000000001,21.2,5.8,5.3,1.5,1.2,0.094,1.2,0.5,Neil Olshey,1579 days 00:00:00.000000000,118,5,1,1,0,0,0,0,2016,BRK,Rondae Hollis-Jefferson,21,7,128,13.6,0.49,0.0,0.364,7.6,23.2,14.8,11.7,3.6,2.0,19.0,10.9,0.0,0.1,0.2,0.066,-2.8,3.0,0.1,0.1,0.013999999999999999,0.052000000000000005,8.8,#NAME?,-17.28,1681,7,0.275,0.49,28651,0.49,0.94,2.64,-0.1,0.11,-0.6,3.1,0.381,1.18,-5.95,-2.96,0.1,3.8,0.1,0.8,0.3,0.2,-2.0,0.7,-0.3,-1.1,-0.4,-6.9,-3.3,-1.0,-6.1,-2.1,2.6,-0.8,-0.2,2.3,2.8,0.9,1.0,-4.4,0.4,18.3,11.6,0.1,0.1,0.8,0.8,-2.1,-0.8,-0.2,-0.2,2.3,0.9,1.0,1.0,4300000.0,4300000.0,-5.6,-4.1,0.0,0.0,,0.0,,2.2,-0.4,2.6,0.0,3.3,3.0,21.08,0.0,79.0,220.0,3.0,21.0
2910,Justise Winslow,0,0,2015,10,MIA,Duke University,1,78,2232,502,403,117,0.42200000000000004,0.276,0.684,28.6,6.4,5.2,1.5,2.5,0.054000000000000006,-0.6,0.8,Pat Riley,2923 days 00:00:00.000000000,122,6,1,1,0,0,0,0,2016,MIA,Justise Winslow,19,7,196,8.8,0.514,0.261,0.13,4.1,14.6,9.6,7.0,1.0,0.4,15.6,13.6,0.0,0.3,0.3,0.081,-1.2,2.0,0.9,0.1,0.004,0.077,11.5,#NAME?,9.85,1680,7,0.275,0.541,29009,0.5429999999999999,-1.77,-1.48,-0.16,0.83,0.17,-2.25,0.583,-1.31,-3.69,3.1,0.9,3.4,0.5,1.7,-0.7,0.2,-1.5,-0.2,0.1,-2.0,-1.2,0.5,-2.0,0.5,6.2,-1.5,2.3,-0.9,0.1,2.4,2.5,1.4,1.6,-3.9,0.6,28.0,17.8,0.9,0.5,1.7,1.7,-1.5,-0.9,0.1,0.1,2.4,1.4,1.6,1.6,7700000.0,7700000.0,-0.4,0.0,0.51,1.0,5100000.0,1.5,6800000.0,4.5,0.3,4.2,3.9,3.0,3.0,19.85,0.0,79.0,225.0,3.0,20.0
2911,Josh Richardson,0,0,2015,40,MIA,University of Tennessee,1,52,1107,341,107,73,0.452,0.461,0.667,21.3,6.6,2.1,1.4,2.5,0.109,0.6,0.7,Pat Riley,2923 days 00:00:00.000000000,122,6,1,1,0,0,0,0,2016,MIA,Josh Richardson,22,1,7,-19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,13.3,-0.1,0.0,0.0,-0.34299999999999997,-14.9,0.8,-14.1,0.0,-0.514,0.171,6.7,#NAME?,9.85,1680,7,0.275,0.541,29009,0.542,-6.01,-2.94,-1.38,-6.44,-1.86,-17.25,0.021,-0.36,-3.69,3.1,-14.1,11.0,-0.3,-0.3,-1.9,-1.0,-11.4,-0.5,-1.0,-15.8,-0.3,0.5,-2.0,0.5,6.2,-15.3,7.5,-0.3,-0.3,1.1,8.0,0.0,0.0,-16.4,0.0,7.0,1.4,-14.1,-0.3,-0.3,-1.8,-15.3,-0.3,-0.3,-2.0,1.1,0.0,0.0,0.2,0.0,-6100000.0,-3.8,-4.2,0.0,0.0,,0.0,,-0.7,-0.8,0.1,0.0,1.9,1.5,22.38,0.0,78.0,200.0,2.0,22.0
3099,Kristaps Porzingis,0,0,2015,4,NYK,0,1,72,2047,1028,526,93,0.42100000000000004,0.33299999999999996,0.838,28.4,14.3,7.3,1.3,4.3,0.102,0.1,1.1,Phil Jackson,927 days 00:00:00.000000000,128,2,0,1,0,0,0,0,2016,NYK,Kristaps Porzingis,20,7,170,19.7,0.49200000000000005,0.289,0.342,15.2,22.7,18.8,5.1,2.6,3.9,11.2,24.6,0.3,0.3,0.6,0.155,0.0,0.6,0.6,0.1,0.078,0.078,21.8,#NAME?,-3.37,1681,7,0.275,0.508,29296,0.51,-0.52,2.4,-0.16,-0.37,-0.13,1.39,0.506,0.7,-0.18,-0.77,0.6,3.5,0.3,1.3,1.2,0.2,-0.5,0.2,-0.1,1.0,0.5,0.9,2.5,-0.3,-1.1,0.7,2.4,0.4,1.2,-0.1,2.6,-0.1,0.1,0.9,0.5,24.3,15.5,0.6,0.3,1.3,1.3,0.7,0.4,1.2,1.2,-0.1,-0.1,0.1,0.1,6300000.0,6300000.0,-2.8,-1.8,0.25,0.1,1200000.0,0.7,3600000.0,3.6,3.3,0.2,1.8,5.0,4.0,20.5,0.0,87.0,240.0,5.0,21.0
3326,Frank Kaminsky,0,0,2015,9,CHA,University of Wisconsin,1,81,1708,606,335,98,0.41,0.337,0.73,21.1,7.5,4.1,1.2,3.3,0.09300000000000001,-1.2,0.3,Rich Cho,1935 days 00:00:00.000000000,133,4,1,1,0,0,0,0,2016,CHO,Frank Kaminsky,22,6,60,16.0,0.586,0.41200000000000003,0.235,1.7,11.4,6.4,15.0,0.8,0.0,0.0,14.0,0.2,0.0,0.2,0.166,3.6,-2.6,1.0,0.0,0.163,0.003,14.0,#NAME?,4.66,1439,6,0.275,0.539,25373,0.5379999999999999,-0.42,-1.94,0.18,3.41,-1.29,-0.24,0.20800000000000002,-0.05,-0.69,1.26,1.0,4.8,0.2,0.6,-0.4,0.4,3.1,-0.2,-0.7,2.2,0.5,3.5,2.3,0.4,-2.7,2.6,3.2,0.5,0.9,-1.6,3.5,-0.3,-0.3,4.2,0.2,10.0,6.0,1.0,0.2,0.6,0.6,2.6,0.5,0.9,0.9,-1.6,-0.3,-0.3,-0.3,3500000.0,3500000.0,-3.6,-2.8,0.1,-0.1,700000.0,0.3,2300000.0,1.7,2.4,-0.7,0.8,4.0,5.0,22.83,0.0,84.0,242.0,4.0,23.0
3370,Mario Hezonja,0,0,2015,5,ORL,0,1,79,1413,478,176,109,0.433,0.349,0.907,17.9,6.1,2.2,1.4,0.9,0.028999999999999998,-2.8,-0.3,Rob Hennigan,1563 days 00:00:00.000000000,137,4,0,1,0,0,0,0,2016,ORL,Mario Hezonja,20,8,118,2.2,0.451,0.41,0.051,0.9,7.9,4.6,7.7,0.8,0.0,23.1,19.1,-0.3,0.1,-0.2,-0.087,-6.2,-1.9,-8.2,-0.2,-0.125,0.038,14.7,#NAME?,-2.11,1994,8,0.275,0.514,34110,0.517,-2.77,-1.94,-0.18,-2.04,-0.82,-7.57,0.29600000000000004,-2.24,0.55,-0.62,-8.2,3.9,-2.4,-1.8,-1.1,0.2,-3.4,-0.2,-0.4,-5.0,-1.5,-2.5,0.7,-0.7,2.0,-5.8,2.6,-1.7,-1.2,-2.4,2.9,-0.7,-0.6,-3.3,0.3,14.8,9.8,-8.2,-2.4,-1.8,-1.8,-5.8,-1.7,-1.2,-1.2,-2.4,-0.7,-0.6,-0.6,-6400000.0,-6400000.0,-3.8,-4.9,0.0,0.0,,0.0,,-4.9,-3.2,-1.7,0.0,2.7,3.0,20.93,0.0,80.0,215.0,3.0,21.0
3547,Devin Booker,0,0,2015,13,PHO,University of Kentucky,1,76,2108,1048,187,200,0.423,0.34299999999999997,0.84,27.7,13.8,2.5,2.6,1.9,0.043,-3.1,-0.6,Ryan McDonough,1242 days 00:00:00.000000000,143,3,1,1,0,0,0,0,2016,PHO,Devin Booker,19,4,40,14.6,0.62,0.214,0.214,0.0,8.0,3.9,4.2,2.4,2.0,11.5,17.8,0.1,0.1,0.1,0.127,-0.6,1.2,0.6,0.0,0.064,0.064,15.8,#NAME?,1.64,1679,7,0.275,0.513,28660,0.51,-4.28,1.13,0.06,3.7,-1.42,-0.86,0.11900000000000001,-0.1,-5.36,1.47,0.6,5.6,0.1,0.3,-1.8,0.4,1.8,0.2,-0.7,-0.1,0.0,-1.9,-1.8,-0.1,1.9,-0.2,3.7,0.0,0.2,0.8,4.0,0.1,0.1,-1.0,0.1,10.0,5.0,0.6,0.1,0.3,0.5,-0.2,0.0,0.2,0.3,0.8,0.1,0.1,0.2,2200000.0,3200000.0,-4.3,-3.6,0.0,0.0,,0.0,,0.8,0.5,0.4,0.0,2.3,2.0,19.26,0.0,78.0,206.0,2.0,19.0
3559,Jahlil Okafor,0,0,2015,3,PHI,Duke University,1,53,1591,928,373,65,0.508,0.16699999999999998,0.6859999999999999,30.0,17.5,7.0,1.2,1.2,0.037000000000000005,-4.1,-0.8,Sam Hinkie,1058 days 00:00:00.000000000,144,3,1,1,0,0,0,0,2016,PHI,Jahlil Okafor,20,7,237,16.9,0.518,0.0,0.314,7.6,14.7,11.0,8.2,0.4,2.8,12.4,28.2,0.1,0.0,0.1,0.026000000000000002,-1.4,-2.7,-4.2,-0.1,0.023,0.003,24.7,#NAME?,-12.3,1680,7,0.275,0.498,28092,0.49200000000000005,-0.43,-0.95,-0.1,-1.35,0.63,-2.1,0.705,-1.48,-4.58,-2.04,-4.1,3.2,-2.9,-1.5,0.4,0.2,-0.9,-0.5,0.3,-0.4,-0.3,-8.1,-2.2,-1.5,-5.5,-2.0,2.2,-1.4,-0.2,-2.2,2.4,-1.5,-1.3,0.2,0.7,33.9,21.5,-4.1,-2.9,-1.5,-1.5,-2.0,-1.4,-0.2,-0.2,-2.2,-1.5,-1.3,-1.3,-5100000.0,-5100000.0,-2.8,-3.2,0.04,0.0,800000.0,-0.1,600000.0,-4.1,-0.5,-3.6,-0.2,4.8,5.0,20.13,0.0,83.0,275.0,5.0,20.0
3561,Richaun Holmes,0,0,2015,37,PHI,Bowling Green State University,1,51,702,287,135,33,0.514,0.182,0.6890000000000001,13.8,5.6,2.6,0.6,1.5,0.10300000000000001,-0.9,0.2,Sam Hinkie,1058 days 00:00:00.000000000,144,3,1,1,0,0,0,0,2016,PHI,Richaun Holmes,22,7,101,15.4,0.552,0.26899999999999996,0.5770000000000001,10.4,6.7,8.6,6.9,0.5,4.3,8.4,15.4,0.2,0.0,0.2,0.1,1.1,-1.1,-0.1,0.0,0.098,0.002,14.1,#NAME?,-12.3,1680,7,0.275,0.498,28092,0.495,-0.18,-0.03,0.02,3.08,-0.9,1.96,0.301,0.59,-4.58,-2.04,-0.1,4.1,0.0,0.6,1.4,0.3,1.3,-0.5,-0.5,2.1,0.6,-8.1,-2.2,-1.5,-5.5,0.5,2.7,0.2,0.7,-0.6,3.0,-0.2,-0.1,1.1,0.3,14.4,9.2,-0.1,0.0,0.6,0.6,0.5,0.2,0.7,0.7,-0.6,-0.2,-0.1,-0.1,3300000.0,3300000.0,-5.4,-4.1,0.0,0.0,,0.0,,1.6,1.8,-0.3,0.0,4.0,4.0,22.3,0.0,82.0,245.0,4.0,22.0
3587,Cameron Payne,0,0,2015,14,OKC,Murray State University,1,57,698,283,85,108,0.41,0.324,0.792,12.2,5.0,1.5,1.9,1.4,0.09300000000000001,-1.3,0.1,Sam Presti,3403 days 00:00:00.000000000,145,9,1,1,0,0,0,0,2016,OKC,Cameron Payne,21,2,6,16.5,0.0,1.0,0.0,0.0,0.0,0.0,57.1,8.1,0.0,0.0,7.0,0.0,0.0,0.0,0.152,-2.7,-9.4,-12.1,0.0,0.076,0.076,7.0,#NAME?,6.53,1729,7,0.275,0.568,29240,0.569,-6.01,7.23,-0.16,-12.07,-1.91,-12.76,0.017,-0.22,4.41,0.68,-12.1,11.8,-0.2,-0.2,-1.9,-0.2,-4.1,2.3,-1.0,-4.9,-0.1,8.1,1.8,1.6,-2.7,-3.3,8.0,-0.1,0.0,-8.7,8.5,-0.2,-0.1,5.4,0.0,3.0,1.0,-12.1,-0.2,-0.2,-0.6,-3.3,-0.1,0.0,-0.1,-8.7,-0.2,-0.1,-0.5,300000.0,-1500000.0,-4.4,-4.7,0.0,0.0,,0.0,,-0.5,-0.1,-0.4,0.0,1.0,1.0,21.48,0.0,75.0,185.0,1.0,22.0
3820,Emmanuel Mudiay,0,0,2015,7,DEN,0,1,68,2068,872,232,372,0.364,0.319,0.67,30.4,12.8,3.4,5.5,-2.1,-0.049,-4.3,-1.2,Tim Connelly,1201 days 00:00:00.000000000,154,3,0,1,0,0,0,0,2016,DEN,Emmanuel Mudiay,19,7,211,8.2,0.42200000000000004,0.287,0.27699999999999997,2.5,12.4,7.5,30.3,1.9,2.3,24.4,28.5,-0.6,0.1,-0.5,-0.109,-4.4,0.4,-4.1,-0.1,-0.134,0.025,21.5,#NAME?,-1.94,1681,7,0.275,0.518,28781,0.536,3.36,0.67,0.08,-8.26,0.33,-3.9,0.628,-2.45,-1.55,-0.15,-4.1,3.3,-2.5,-1.3,0.9,0.2,-5.4,0.1,0.2,-4.0,-2.5,-1.7,-0.1,-0.4,-3.0,-4.5,2.2,-2.8,-1.7,0.4,2.4,0.2,0.4,-4.8,0.6,30.1,19.2,-4.1,-2.5,-1.3,-1.3,-4.5,-2.8,-1.7,-1.7,0.4,0.2,0.4,0.4,-4200000.0,-4200000.0,-1.8,-2.5,0.15,-0.1,700000.0,-0.3,-200000.0,-3.5,-4.7,1.2,-0.8,1.6,1.0,19.91,0.0,77.0,200.0,2.0,20.0
3852,Willie Cauley-Stein,0,0,2015,6,SAC,University of Kentucky,1,66,1412,463,352,37,0.563,0.0,0.648,21.4,7.0,5.3,0.6,3.8,0.13,0.7,1.0,Vlade Divac,577 days 00:00:00.000000000,157,1,1,1,0,0,0,0,2016,SAC,Willie Cauley-Stein,22,8,175,17.4,0.6890000000000001,0.0,0.5479999999999999,10.6,19.3,14.6,3.3,2.4,3.8,13.5,10.4,0.4,0.1,0.6,0.153,0.8,2.0,2.8,0.2,0.11800000000000001,0.035,9.0,#NAME?,-7.21,1919,8,0.275,0.514,32834,0.505,-2.62,2.09,0.13,4.73,-0.23,3.97,0.456,1.81,-2.91,-1.15,2.8,3.5,1.3,2.2,-0.1,0.5,0.9,0.1,-0.1,1.3,0.6,-1.6,0.7,-0.5,-5.9,0.8,2.3,0.4,1.1,2.0,2.6,0.9,1.1,-1.3,0.5,21.9,14.6,2.8,1.3,2.2,2.2,0.8,0.4,1.1,1.1,2.0,0.9,1.1,1.1,9800000.0,9800000.0,-3.5,-1.6,0.27,0.1,1400000.0,1.3,6200000.0,5.9,3.0,2.9,3.5,5.0,5.0,22.46,0.0,84.0,240.0,5.0,23.0
